stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
605,,16th & Century,,42.783117,-86.08722,,,,,,
606,,16th W. of US 31 (Menard's),,42.783078,-86.083277,,,,,,
607,,16th E. of Waverly (E. End of Meijer),,42.781697,-86.074339,,,,,,
608,,Hope N. of 16th (Flagstar Bank),,42.784165,-86.071871,,,,,,
609,,Hope & 12th (Holland Heights School),,42.786645,-86.071918,,,,,,
610,,8th & Hope,,42.790407,-86.071779,,,,,,
611,,8th & Cambridge,,42.790433,-86.068494,,,,,,
612,,8th & Orlando,,42.790461,-86.06365,,,,,,
613,,8th & Jennifer,,42.790492,-86.061147,,,,,,
614,,Country Club S. of 8th,,42.790333,-86.057903,,,,,,
615,,Country Club & 10th,,42.788656,-86.05789,,,,,,
616,,Stratford S. of 12th (Stratford Apts.),,42.785703,-86.063461,,,,,,
617,,Stratford & Abbey Ct.,,42.785051,-86.061391,,,,,,
618,,16th W. of Stratford (Apts.),,42.783363,-86.06345,,,,,,
619,,16th E. of Ridgeland Ct.,,42.783369,-86.065442,,,,,,
620,,16th W. of Hope (Baypointe Apts.),,42.783348,-86.074437,,,,,,
621,,Waverly S. of 16th (Holland 7),,42.779855,-86.077608,,,,,,
622,,Waverly N. of 24th (Across GVSU),,42.778025,-86.077599,,,,,,
623,,24th E. of US 31,,42.776002,-86.079624,,,,,,
624,,24th W. of US 31 (Elks/Aldi),,42.77601,-86.083063,,,,,,
625,,24th E. of Century (East School - 1 Block),,42.775987,-86.086338,,,,,,
626,,Century N. of 24th,,42.777651,-86.086518,,,,,,
627,,Century S. of 16th,,42.780261,-86.086258,,,,,,
628,,16th W. of US 31 (Menard's),,42.783078,-86.083277,,,,,,
629,,16th E. of Waverly (E. End of Meijer),,42.781697,-86.074339,,,,,,
630,,16th E. of US 31 (Adams Point),,42.78328,-86.078404,,,,,,
631,,Fairbanks N. of 16th (Smallenburg Park),,42.784894,-86.092336,,,,,,
632,,Fairbanks S. of 11th (Hope Athletic Fields),,42.786999,-86.092387,,,,,,
633,,11th E. of Lincoln (DeVos Fieldhouse),,42.787712,-86.096665,,,,,,
634,,Transfer Center,,42.790954,-86.096949,,,,,,
701,,Transfer Center,,42.790954,-86.096949,,,,,,
702,,7th E. of Columbia (Freedom Village),,42.791331,-86.099497,,,,,,
703,,College N. of 9th,,42.789657,-86.1045,,,,,,
704,,College & 13th (Hope College/Friendship House),,42.785957,-86.104442,,,,,,
705,,Central N. of 16th (Apartments),,42.783406,-86.107269,,,,,,
706,,16th E. of College,,42.782999,-86.103616,,,,,,
707,,Columbia & 17th,,42.782508,-86.10035,,,,,,
708,,Columbia & 19th,,42.780661,-86.100299,,,,,,
709,,Columbia & 21st (Black River School),,42.778375,-86.100279,,,,,,
710,,Prospect N. of 24th,,42.776327,-86.10167,,,,,,
711,,24th W. of Lincoln,,42.775787,-86.097789,,,,,,
712,,24th W. of Apple (East School - Crosswalk),,42.775836,-86.090171,,,,,,
713,,24th W. of Hastings,,42.775866,-86.086574,,,,,,
714,,Hastings S. of 24th (Appledorn),,42.773832,-86.086042,,,,,,
715,,Hastings S. of Ida Red Parkway,,42.7723,-86.085123,,,,,,
716,,Hastings N. of 32nd,,42.770851,-86.08574,,,,,,
717,,32nd W. of Hastings,,42.768721,-86.088901,,,,,,
718,,32nd E. of Lincoln,,42.768691,-86.093838,,,,,,
719,,32nd E. of Columbia,,42.768654,-86.099562,,,,,,
720,,32nd & College (Resthaven),,42.768621,-86.104892,,,,,,
721,,Central & 34th,,42.766914,-86.107099,,,,,,
722,,Central N. of 38th,,42.763765,-86.106982,,,,,,
723,,Central N. of US 31 (Central Village),,42.758658,-86.106836,,,,,,
724,,Central S. of Veterans,,42.755551,-86.106727,,,,,,
725,,48th E. of Central,,42.754367,-86.106008,,,,,,
726,,48th & Cranbury Ct.,,42.754415,-86.102483,,,,,,
727,,48th W. of Lincoln (Candlelight Manor),,42.754495,-86.099647,,,,,,
728,,Lincoln between US 31 & 48th (Lincoln Estates),,42.757292,-86.096794,,,,,,
729,,Lincoln S. of US 31 (Willow Park),,42.759236,-86.096843,,,,,,
730,,40th & Royce,,42.761903,-86.091005,,,,,,
731,,40th & Brooks,,42.761995,-86.083786,,,,,,
732,,40th E. of Brooks (Sherwin Williams),,42.762038,-86.079646,,,,,,
733,,Waverly S. of 40th,,42.761586,-86.077507,,,,,,
734,,Waverly N. of 48th,,42.755447,-86.077246,,,,,,
735,,Waverly S. of 48th,,42.75072,-86.075985,,,,,,
736,,Lincoln S. of Southpoint Ridge,,42.752146,-86.07991,,,,,,
737,,48th & Haworth Center,,42.754871,-86.0849,,,,,,
738,,48th & Industrial,,42.7548,-86.090545,,,,,,
739,,Lincoln between US 31 & 48th (Lincoln Estates),,42.757292,-86.096794,,,,,,
740,,Lincoln S. of US 31 (Willow Park),,42.759236,-86.096843,,,,,,
741,,Lincoln N. of 39th,,42.763211,-86.097001,,,,,,
742,,Lincoln S. of 32nd,,42.767083,-86.097096,,,,,,
743,,32nd E. of Lincoln (Matt Urban Park),,42.768536,-86.094396,,,,,,
744,,32nd W. of Hastings (Centennial Farm),,42.768544,-86.091915,,,,,,
745,,Hastings N. of 32nd (Social Security Office),,42.770936,-86.085452,,,,,,
746,,Hastings S. of 24th (BPW),,42.772348,-86.08501,,,,,,
747,,24th E. of Century,,42.775985,-86.08634,,,,,,
748,,24th & Apple (East School),,42.776015,-86.089029,,,,,,
749,,24th E. of Lincoln,,42.775925,-86.096094,,,,,,
750,,Lincoln & 20th (Black River School - 1 Block),,42.779382,-86.097206,,,,,,
751,,Lincoln S. of 16th (Lincoln Ridge),,42.781392,-86.097162,,,,,,
752,,Columbia N. of 15th,,42.784256,-86.100236,,,,,,
753,,Columbia S. of 10th,,42.787359,-86.100249,,,,,,
754,,Transfer Center,,42.790954,-86.096949,,,,,,
801,,Transfer Center,,42.790954,-86.096949,,,,,,
802,,Centerstone Ct. (Compassionate Heart),,42.804686,-86.024896,,,,,,
803,,Royal Park W. of 96th,,42.80316,-86.020065,,,,,,
804,,State N. of Bus. Route 196,,42.806739,-86.018773,,,,,,
805,,W. Lawrence & Pine (City on a Hill),,42.809624,-86.022835,,,,,,
806,,State N. of Main (Downtown),,42.813214,-86.018938,,,,,,
807,,State & Garfield,,42.816834,-86.019014,,,,,,
808,,State S. of W. Roosevelt (Creekside/Roosevelt Schools),,42.819435,-86.01907,,,,,,
809,,State S. of Riley (Zeeland H.S./Athletic Fields),,42.826403,-86.019227,,,,,,
810,,Riley E. of State/96th (Family Fare),,42.826827,-86.016822,,,,,,
811,,Riley E. of Centennial,,42.826814,-86.009001,,,,,,
812,,Fariview S. of Riley,,42.826176,-85.999658,,,,,,
813,,Fairview & E. Roosevelt,,42.819938,-85.999726,,,,,,
814,,Fairview S. of E. Washington (Herm. Miller Entrance),,42.816351,-85.999768,,,,,,
815,,E. Main & Division,,42.812433,-86.004929,,,,,,
816,,Maple S. of E. Main (Cityside Middle School),,42.811678,-86.00939,,,,,,
817,,Central E. of Church,,42.810572,-86.013353,,,,,,
818,,Central W. of Elm,,42.81054,-86.016726,,,,,,
819,,State N. of Main (Downtown),,42.813214,-86.018938,,,,,,
820,,W. Wash. E. of N. Colonial (Colonial Clock Building),,42.813917,-86.021991,,,,,,
821,,W. Wash. E. of Jefferson,,42.813924,-86.025819,,,,,,
822,,Chicago Dr. W. of 104th,,42.811033,-86.039709,,,,,,
823,,Chicago Dr. W. of 104th (New Groningen School),,42.810437,-86.041308,,,,,,
824,,Van Hill Dr. S. of Chicago Dr.,,42.806262,-86.050361,,,,,,
825,,112th & Watertower Ct.,,42.802609,-86.058178,,,,,,
826,,Paw Paw Dr. N. of Legion Park,,42.797921,-86.06211,,,,,,
827,,8th & Paw Paw (Community Action House),,42.790519,-86.075931,,,,,,
828,,8th W. of US 31 (Secretary of State),,42.790497,-86.082552,,,,,,
829,,8th & Reed,,42.79048,-86.087636,,,,,,
830,,Transfer Center,,42.790954,-86.096949,,,,,,
